State,City,Received,Approved,Denied,Pending,Category,Year,Quarter,Start_date,End_date
Massachusetts,Boston,10,40,nan,54,Humanitarian,2014,1,2013-10-01,2013-12-31
Massachusetts,Lawrence,nan,10,nan,29,Humanitarian,2014,1,2013-10-01,2013-12-31
Michigan,Detroit,24,50,nan,77,Humanitarian,2014,1,2013-10-01,2013-12-31
Minnesota,St. Paul,41,39,nan,134,Humanitarian,2014,1,2013-10-01,2013-12-31
Missouri,Kansas City,31,28,nan,59,Humanitarian,2014,1,2013-10-01,2013-12-31
Missouri,St. Louis,nan,nan,nan,19,Humanitarian,2014,1,2013-10-01,2013-12-31
Montana,Helena,0,15,0,nan,Humanitarian,2014,1,2013-10-01,2013-12-31
Nebraska,Omaha,69,67,14,225,Humanitarian,2014,1,2013-10-01,2013-12-31
Nevada,Las Vegas,182,184,16,497,Humanitarian,2014,1,2013-10-01,2013-12-31
Nevada,Reno,nan,nan,nan,nan,Humanitarian,2014,1,2013-10-01,2013-12-31
New Hampshire,Manchester,nan,nan,0,nan,Humanitarian,2014,1,2013-10-01,2013-12-31
New Jersey,Mount Laurel,nan,nan,0,29,Humanitarian,2014,1,2013-10-01,2013-12-31
New Jersey,Newark,163,113,12,492,Humanitarian,2014,1,2013-10-01,2013-12-31
New Mexico,Albuquerque,30,28,nan,65,Humanitarian,2014,1,2013-10-01,2013-12-31
New York,Albany,nan,0,0,20,Humanitarian,2014,1,2013-10-01,2013-12-31
New York,Buffalo,68,130,nan,186,Humanitarian,2014,1,2013-10-01,2013-12-31
New York,Long Island,nan,39,nan,61,Humanitarian,2014,1,2013-10-01,2013-12-31
New York,New York,32,97,31,370,Humanitarian,2014,1,2013-10-01,2013-12-31
New York,Queens,nan,67,10,343,Humanitarian,2014,1,2013-10-01,2013-12-31
North Carolina,Charlotte,21,nan,nan,84,Humanitarian,2014,1,2013-10-01,2013-12-31
North Carolina,Raleigh,20,nan,0,24,Humanitarian,2014,1,2013-10-01,2013-12-31
Ohio,Cincinnati,nan,nan,0,nan,Humanitarian,2014,1,2013-10-01,2013-12-31
Ohio,Cleveland,12,10,nan,25,Humanitarian,2014,1,2013-10-01,2013-12-31
Ohio,Columbus,20,30,nan,41,Humanitarian,2014,1,2013-10-01,2013-12-31
Oklahoma,Oklahoma City,nan,17,nan,23,Humanitarian,2014,1,2013-10-01,2013-12-31
Oregon,Portland,68,23,nan,100,Humanitarian,2014,1,2013-10-01,2013-12-31
Pennsylvania,Philadelphia,52,77,nan,213,Humanitarian,2014,1,2013-10-01,2013-12-31
Pennsylvania,Pittsburgh,nan,10,nan,nan,Humanitarian,2014,1,2013-10-01,2013-12-31
Rhode Island,Providence,0,nan,0,11,Humanitarian,2014,1,2013-10-01,2013-12-31
South Carolina,Charleston,nan,nan,0,26,Humanitarian,2014,1,2013-10-01,2013-12-31
Tennessee,Memphis,42,21,nan,91,Humanitarian,2014,1,2013-10-01,2013-12-31
Texas,Dallas,77,24,nan,286,Humanitarian,2014,1,2013-10-01,2013-12-31
Texas,El Paso,17,nan,nan,41,Humanitarian,2014,1,2013-10-01,2013-12-31
Texas,Harlingen,12,13,0,44,Humanitarian,2014,1,2013-10-01,2013-12-31
Texas,Houston,370,293,10,728,Humanitarian,2014,1,2013-10-01,2013-12-31
Texas,San Antonio,123,91,nan,194,Humanitarian,2014,1,2013-10-01,2013-12-31
Utah,Salt Lake City,nan,nan,nan,20,Humanitarian,2014,1,2013-10-01,2013-12-31
Vermont,St. Albans,0,12,0,nan,Humanitarian,2014,1,2013-10-01,2013-12-31
Virginia,Norfolk,19,20,nan,45,Humanitarian,2014,1,2013-10-01,2013-12-31
Washington,Seattle,37,19,nan,88,Humanitarian,2014,1,2013-10-01,2013-12-31
Washington,Spokane,0,nan,0,35,Humanitarian,2014,1,2013-10-01,2013-12-31
Washington,Yakima,nan,21,0,14,Humanitarian,2014,1,2013-10-01,2013-12-31
Wisconsin,Milwaukee,nan,12,nan,32,Humanitarian,2014,1,2013-10-01,2013-12-31
Guam,Hagatna,0,nan,0,0,Humanitarian,2014,1,2013-10-01,2013-12-31
U.S. Virgin Islands,Charlotte Amalie,0,nan,0,0,Humanitarian,2014,1,2013-10-01,2013-12-31
U.S. Virgin Islands,Christiansted,0,0,0,0,Humanitarian,2014,1,2013-10-01,2013-12-31
Puerto Rico,San Juan,18,19,nan,80,Humanitarian,2014,1,2013-10-01,2013-12-31
Service Center,California,0,17,nan,89,Humanitarian,2014,1,2013-10-01,2013-12-31
Service Center,Nebraska,21562,16551,378,32459,Humanitarian,2014,1,2013-10-01,2013-12-31
Service Center,Texas,6776,3851,162,11938,Humanitarian,2014,1,2013-10-01,2013-12-31
Alabama,Montgomery,nan,nan,nan,32,Other,2019,2,2019-01-01,2019-03-31
Alaska,Anchorage,0,nan,0,0,Other,2019,2,2019-01-01,2019-03-31
Arizona,Phoenix,15,nan,0,53,Other,2019,2,2019-01-01,2019-03-31
Arizona,Tucson,nan,nan,nan,12,Other,2019,2,2019-01-01,2019-03-31
Arkansas,Fort Smith,nan,0,0,22,Other,2019,2,2019-01-01,2019-03-31
California,Chula Vista,0,0,0,0,Other,2019,2,2019-01-01,2019-03-31
California,Fresno,18,nan,nan,60,Other,2019,2,2019-01-01,2019-03-31
California,Imperial,nan,0,0,nan,Other,2019,2,2019-01-01,2019-03-31
California,Los Angeles,58,21,10,226,Other,2019,2,2019-01-01,2019-03-31
California,Los Angeles County,17,13,nan,79,Other,2019,2,2019-01-01,2019-03-31
California,Sacramento,14,nan,nan,52,Other,2019,2,2019-01-01,2019-03-31
California,San Bernardino,13,10,nan,50,Other,2019,2,2019-01-01,2019-03-31
California,San Diego,16,nan,nan,42,Other,2019,2,2019-01-01,2019-03-31
California,San Fernando Valley,27,nan,nan,77,Other,2019,2,2019-01-01,2019-03-31
California,San Francisco,68,12,nan,250,Other,2019,2,2019-01-01,2019-03-31
California,San Jose,20,nan,0,76,Other,2019,2,2019-01-01,2019-03-31
California,Santa Ana,17,nan,0,70,Other,2019,2,2019-01-01,2019-03-31
Colorado,Denver,22,16,nan,77,Other,2019,2,2019-01-01,2019-03-31
Connecticut,Hartford,nan,nan,nan,52,Other,2019,2,2019-01-01,2019-03-31
Delaware,Dover,0,0,0,0,Other,2019,2,2019-01-01,2019-03-31
District Of Columbia,Washington,40,28,nan,307,Other,2019,2,2019-01-01,2019-03-31
Florida,Hialeah,nan,10,nan,64,Other,2019,2,2019-01-01,2019-03-31
Florida,Jacksonville,nan,nan,nan,10,Other,2019,2,2019-01-01,2019-03-31
Florida,Kendall,nan,nan,nan,74,Other,2019,2,2019-01-01,2019-03-31
Florida,Miami,nan,nan,nan,160,Other,2019,2,2019-01-01,2019-03-31
Florida,Fort Myers,nan,nan,0,14,Other,2019,2,2019-01-01,2019-03-31
Florida,Oakland Park,19,12,nan,66,Other,2019,2,2019-01-01,2019-03-31
Florida,Orlando,16,nan,nan,62,Other,2019,2,2019-01-01,2019-03-31
Florida,Tampa,14,nan,nan,62,Other,2019,2,2019-01-01,2019-03-31
Florida,West Palm Beach,10,10,nan,36,Other,2019,2,2019-01-01,2019-03-31
Georgia,Atlanta,12,15,nan,108,Other,2019,2,2019-01-01,2019-03-31
Hawaii,Honolulu,0,nan,nan,nan,Other,2019,2,2019-01-01,2019-03-31
Idaho,Boise,nan,0,0,nan,Other,2019,2,2019-01-01,2019-03-31
Illinois,Chicago,21,nan,nan,91,Other,2019,2,2019-01-01,2019-03-31
Indiana,Indianapolis,nan,nan,0,41,Other,2019,2,2019-01-01,2019-03-31
Iowa,Des Moines,nan,nan,nan,20,Other,2019,2,2019-01-01,2019-03-31
Kansas,Wichita,nan,0,nan,12,Other,2019,2,2019-01-01,2019-03-31
Kentucky,Louisville,nan,nan,nan,52,Other,2019,2,2019-01-01,2019-03-31
Louisiana,New Orleans,24,nan,nan,95,Other,2019,2,2019-01-01,2019-03-31
Maine,Portland,nan,0,0,23,Other,2019,2,2019-01-01,2019-03-31
Maryland,Baltimore,68,52,nan,414,Other,2019,2,2019-01-01,2019-03-31
Massachusetts,Boston,36,14,nan,220,Other,2019,2,2019-01-01,2019-03-31
Massachusetts,Lawrence,nan,nan,nan,69,Other,2019,2,2019-01-01,2019-03-31
Michigan,Detroit,nan,nan,nan,31,Other,2019,2,2019-01-01,2019-03-31
Minnesota,St. Paul,16,nan,nan,96,Other,2019,2,2019-01-01,2019-03-31
Missouri,Kansas City,nan,nan,nan,18,Other,2019,2,2019-01-01,2019-03-31
Missouri,St. Louis,nan,nan,nan,39,Other,2019,2,2019-01-01,2019-03-31
Montana,Helena,nan,0,nan,nan,Other,2019,2,2019-01-01,2019-03-31
Nebraska,Omaha,16,nan,nan,40,Other,2019,2,2019-01-01,2019-03-31
Nevada,Las Vegas,nan,nan,nan,21,Other,2019,2,2019-01-01,2019-03-31
Nevada,Reno,0,0,0,nan,Other,2019,2,2019-01-01,2019-03-31
New Hampshire,Manchester,nan,nan,0,nan,Other,2019,2,2019-01-01,2019-03-31
New Jersey,Mount Laurel,nan,nan,0,38,Other,2019,2,2019-01-01,2019-03-31
New Jersey,Newark,27,24,16,175,Other,2019,2,2019-01-01,2019-03-31
New Mexico,Albuquerque,11,nan,0,29,Other,2019,2,2019-01-01,2019-03-31
New York,Albany,nan,nan,0,nan,Other,2019,2,2019-01-01,2019-03-31
New York,Brooklyn,61,nan,13,369,Other,2019,2,2019-01-01,2019-03-31
New York,Buffalo,nan,nan,nan,15,Other,2019,2,2019-01-01,2019-03-31
New York,Long Island,51,13,23,365,Other,2019,2,2019-01-01,2019-03-31
New York,New York,125,21,20,812,Other,2019,2,2019-01-01,2019-03-31
New York,Queens,71,nan,19,550,Other,2019,2,2019-01-01,2019-03-31
North Carolina,Charlotte,15,nan,nan,45,Other,2019,2,2019-01-01,2019-03-31
North Carolina,Raleigh,29,nan,nan,51,Other,2019,2,2019-01-01,2019-03-31
Ohio,Cincinnati,13,nan,nan,27,Other,2019,2,2019-01-01,2019-03-31
Ohio,Cleveland,nan,nan,0,nan,Other,2019,2,2019-01-01,2019-03-31
Ohio,Columbus,nan,nan,0,16,Other,2019,2,2019-01-01,2019-03-31
Oklahoma,Oklahoma City,nan,nan,0,23,Other,2019,2,2019-01-01,2019-03-31
Oregon,Portland,nan,nan,0,30,Other,2019,2,2019-01-01,2019-03-31
Pennsylvania,Philadelphia,35,21,nan,134,Other,2019,2,2019-01-01,2019-03-31
Pennsylvania,Pittsburgh,nan,nan,nan,18,Other,2019,2,2019-01-01,2019-03-31
Rhode Island,Providence,nan,nan,0,15,Other,2019,2,2019-01-01,2019-03-31
South Carolina,Charleston,nan,nan,0,20,Other,2019,2,2019-01-01,2019-03-31
South Carolina,Greer,nan,0,nan,11,Other,2019,2,2019-01-01,2019-03-31
Tennessee,Memphis,nan,15,0,47,Other,2019,2,2019-01-01,2019-03-31
Tennessee,Nashville,34,12,nan,74,Other,2019,2,2019-01-01,2019-03-31
Texas,Dallas,52,20,11,205,Other,2019,2,2019-01-01,2019-03-31
Texas,El Paso,0,nan,0,10,Other,2019,2,2019-01-01,2019-03-31
Texas,Harlingen,nan,nan,nan,14,Other,2019,2,2019-01-01,2019-03-31
Texas,Houston,30,13,24,169,Other,2019,2,2019-01-01,2019-03-31
Texas,San Antonio,35,16,nan,119,Other,2019,2,2019-01-01,2019-03-31
Utah,Salt Lake City,nan,nan,0,19,Other,2019,2,2019-01-01,2019-03-31
Vermont,St. Albans,nan,0,0,nan,Other,2019,2,2019-01-01,2019-03-31
Virginia,Norfolk,nan,nan,0,71,Other,2019,2,2019-01-01,2019-03-31
Washington,Seattle,27,nan,nan,78,Other,2019,2,2019-01-01,2019-03-31
Washington,Spokane,nan,nan,0,nan,Other,2019,2,2019-01-01,2019-03-31
Washington,Yakima,nan,nan,0,nan,Other,2019,2,2019-01-01,2019-03-31
West Virginia,Charleston,0,0,0,0,Other,2019,2,2019-01-01,2019-03-31
Wisconsin,Milwaukee,nan,nan,0,17,Other,2019,2,2019-01-01,2019-03-31
Guam,Agana,0,nan,0,nan,Other,2019,2,2019-01-01,2019-03-31
U.S. Virgin Islands,Charlotte Amalie,0,0,0,nan,Other,2019,2,2019-01-01,2019-03-31
U.S. Virgin Islands,Christiansted,0,0,0,nan,Other,2019,2,2019-01-01,2019-03-31
Puerto Rico,San Juan,0,0,0,nan,Other,2019,2,2019-01-01,2019-03-31
Service Center,California,672,19,0,414,Other,2019,2,2019-01-01,2019-03-31
Service Center,National Benefits Center,0,0,0,0,Other,2019,2,2019-01-01,2019-03-31
Service Center,Nebraska,227,297,15,1024,Other,2019,2,2019-01-01,2019-03-31
Service Center,Potomac,0,0,0,0,Other,2019,2,2019-01-01,2019-03-31
Service Center,Texas,158,67,128,2304,Other,2019,2,2019-01-01,2019-03-31
Alabama,Montgomery,11,nan,nan,37,Other,2019,1,2018-10-01,2018-12-31
Alaska,Anchorage,0,0,0,0,Other,2019,1,2018-10-01,2018-12-31
Arizona,Phoenix,20,11,nan,43,Other,2019,1,2018-10-01,2018-12-31
Arizona,Tucson,nan,nan,0,11,Other,2019,1,2018-10-01,2018-12-31
Arkansas,Fort Smith,14,nan,nan,21,Other,2019,1,2018-10-01,2018-12-31
California,Chula Vista,0,0,0,0,Other,2019,1,2018-10-01,2018-12-31
California,Fresno,23,nan,0,55,Other,2019,1,2018-10-01,2018-12-31
California,Imperial,0,0,0,nan,Other,2019,1,2018-10-01,2018-12-31
California,Los Angeles,58,48,17,212,Other,2019,1,2018-10-01,2018-12-31
California,Los Angeles County,17,61,17,75,Other,2019,1,2018-10-01,2018-12-31
California,Sacramento,34,nan,nan,44,Other,2019,1,2018-10-01,2018-12-31
California,San Bernardino,17,19,nan,46,Other,2019,1,2018-10-01,2018-12-31
California,San Diego,18,nan,nan,39,Other,2019,1,2018-10-01,2018-12-31
California,San Fernando Valley,22,26,nan,59,Other,2019,1,2018-10-01,2018-12-31
California,San Francisco,96,nan,nan,207,Other,2019,1,2018-10-01,2018-12-31
California,San Jose,36,nan,nan,65,Other,2019,1,2018-10-01,2018-12-31
California,Santa Ana,19,28,nan,68,Other,2019,1,2018-10-01,2018-12-31
Colorado,Denver,30,nan,nan,70,Other,2019,1,2018-10-01,2018-12-31
Connecticut,Hartford,13,nan,nan,47,Other,2019,1,2018-10-01,2018-12-31
Delaware,Dover,0,0,0,0,Other,2019,1,2018-10-01,2018-12-31
District Of Columbia,Washington,60,13,17,300,Other,2019,1,2018-10-01,2018-12-31
Florida,Hialeah,16,nan,nan,65,Other,2019,1,2018-10-01,2018-12-31
Florida,Jacksonville,nan,nan,0,18,Other,2019,1,2018-10-01,2018-12-31
Florida,Kendall,nan,nan,nan,78,Other,2019,1,2018-10-01,2018-12-31
Florida,Miami,10,nan,0,184,Other,2019,1,2018-10-01,2018-12-31
Florida,Fort Myers,nan,nan,0,12,Other,2019,1,2018-10-01,2018-12-31
Florida,Oakland Park,17,0,nan,63,Other,2019,1,2018-10-01,2018-12-31
Florida,Orlando,13,nan,nan,50,Other,2019,1,2018-10-01,2018-12-31
Florida,Tampa,24,nan,nan,66,Other,2019,1,2018-10-01,2018-12-31
Florida,West Palm Beach,nan,nan,nan,34,Other,2019,1,2018-10-01,2018-12-31
Georgia,Atlanta,30,nan,nan,118,Other,2019,1,2018-10-01,2018-12-31
Hawaii,Honolulu,nan,nan,nan,nan,Other,2019,1,2018-10-01,2018-12-31
Idaho,Boise,nan,nan,0,nan,Other,2019,1,2018-10-01,2018-12-31
Illinois,Chicago,22,11,nan,82,Other,2019,1,2018-10-01,2018-12-31
Indiana,Indianapolis,nan,nan,0,34,Other,2019,1,2018-10-01,2018-12-31
Iowa,Des Moines,nan,nan,nan,18,Other,2019,1,2018-10-01,2018-12-31
Kansas,Wichita,nan,0,0,13,Other,2019,1,2018-10-01,2018-12-31
Kentucky,Louisville,15,nan,nan,53,Other,2019,1,2018-10-01,2018-12-31
Louisiana,New Orleans,16,nan,nan,88,Other,2019,1,2018-10-01,2018-12-31
Maine,Portland,nan,0,0,17,Other,2019,1,2018-10-01,2018-12-31
Maryland,Baltimore,61,18,nan,427,Other,2019,1,2018-10-01,2018-12-31
Massachusetts,Boston,49,18,nan,200,Other,2019,1,2018-10-01,2018-12-31
Massachusetts,Lawrence,17,nan,nan,60,Other,2019,1,2018-10-01,2018-12-31
Michigan,Detroit,19,nan,nan,31,Other,2019,1,2018-10-01,2018-12-31
Minnesota,St. Paul,10,nan,nan,96,Other,2019,1,2018-10-01,2018-12-31
Missouri,Kansas City,nan,nan,nan,15,Other,2019,1,2018-10-01,2018-12-31
Missouri,St. Louis,nan,nan,0,37,Other,2019,1,2018-10-01,2018-12-31
Montana,Helena,nan,0,0,nan,Other,2019,1,2018-10-01,2018-12-31
Nebraska,Omaha,19,nan,nan,35,Other,2019,1,2018-10-01,2018-12-31
Nevada,Las Vegas,nan,nan,0,21,Other,2019,1,2018-10-01,2018-12-31
Nevada,Reno,nan,nan,0,nan,Other,2019,1,2018-10-01,2018-12-31
New Hampshire,Manchester,nan,nan,0,nan,Other,2019,1,2018-10-01,2018-12-31
New Jersey,Mount Laurel,12,nan,0,34,Other,2019,1,2018-10-01,2018-12-31
New Jersey,Newark,29,15,nan,188,Other,2019,1,2018-10-01,2018-12-31
New Mexico,Albuquerque,19,nan,nan,21,Other,2019,1,2018-10-01,2018-12-31
New York,Albany,0,nan,0,nan,Other,2019,1,2018-10-01,2018-12-31
New York,Brooklyn,76,10,nan,335,Other,2019,1,2018-10-01,2018-12-31
New York,Buffalo,nan,nan,0,12,Other,2019,1,2018-10-01,2018-12-31
New York,Long Island,37,15,16,368,Other,2019,1,2018-10-01,2018-12-31
New York,New York,120,25,14,773,Other,2019,1,2018-10-01,2018-12-31
New York,Queens,87,nan,nan,530,Other,2019,1,2018-10-01,2018-12-31
North Carolina,Charlotte,16,nan,0,43,Other,2019,1,2018-10-01,2018-12-31
North Carolina,Raleigh,11,nan,0,35,Other,2019,1,2018-10-01,2018-12-31
Ohio,Cincinnati,nan,nan,0,19,Other,2019,1,2018-10-01,2018-12-31
Ohio,Cleveland,nan,nan,nan,11,Other,2019,1,2018-10-01,2018-12-31
Ohio,Columbus,nan,nan,0,12,Other,2019,1,2018-10-01,2018-12-31
Oklahoma,Oklahoma City,nan,nan,0,25,Other,2019,1,2018-10-01,2018-12-31
Oregon,Portland,18,nan,nan,29,Other,2019,1,2018-10-01,2018-12-31
Pennsylvania,Philadelphia,29,nan,nan,120,Other,2019,1,2018-10-01,2018-12-31
Pennsylvania,Pittsburgh,nan,nan,0,11,Other,2019,1,2018-10-01,2018-12-31
Rhode Island,Providence,nan,nan,nan,11,Other,2019,1,2018-10-01,2018-12-31
South Carolina,Charleston,11,nan,nan,18,Other,2019,1,2018-10-01,2018-12-31
South Carolina,Greer,nan,0,0,nan,Other,2019,1,2018-10-01,2018-12-31
Tennessee,Memphis,24,14,nan,56,Other,2019,1,2018-10-01,2018-12-31
Tennessee,Nashville,26,10,0,60,Other,2019,1,2018-10-01,2018-12-31
Texas,Dallas,36,13,nan,284,Other,2019,1,2018-10-01,2018-12-31
Texas,El Paso,nan,0,nan,13,Other,2019,1,2018-10-01,2018-12-31
Texas,Harlingen,nan,nan,nan,20,Other,2019,1,2018-10-01,2018-12-31
Texas,Houston,23,nan,nan,137,Other,2019,1,2018-10-01,2018-12-31
Texas,San Antonio,61,12,nan,124,Other,2019,1,2018-10-01,2018-12-31
Utah,Salt Lake City,nan,0,0,17,Other,2019,1,2018-10-01,2018-12-31
Vermont,St. Albans,nan,nan,0,nan,Other,2019,1,2018-10-01,2018-12-31
Virginia,Norfolk,25,nan,nan,69,Other,2019,1,2018-10-01,2018-12-31
Washington,Seattle,16,nan,nan,61,Other,2019,1,2018-10-01,2018-12-31
Washington,Spokane,0,0,0,nan,Other,2019,1,2018-10-01,2018-12-31
Washington,Yakima,0,0,0,nan,Other,2019,1,2018-10-01,2018-12-31
West Virginia,Charleston,0,0,0,0,Other,2019,1,2018-10-01,2018-12-31
Wisconsin,Milwaukee,nan,0,nan,20,Other,2019,1,2018-10-01,2018-12-31
Guam,Agana,0,nan,0,nan,Other,2019,1,2018-10-01,2018-12-31
U.S. Virgin Islands,Charlotte Amalie,0,0,0,nan,Other,2019,1,2018-10-01,2018-12-31
U.S. Virgin Islands,Christiansted,0,0,0,nan,Other,2019,1,2018-10-01,2018-12-31
Puerto Rico,San Juan,0,nan,nan,nan,Other,2019,1,2018-10-01,2018-12-31
Service Center,California,704,nan,nan,349,Other,2019,1,2018-10-01,2018-12-31
Service Center,National Benefits Center,0,0,0,0,Other,2019,1,2018-10-01,2018-12-31
Service Center,Nebraska,389,168,16,1647,Other,2019,1,2018-10-01,2018-12-31
Service Center,Potomac,0,0,0,0,Other,2019,1,2018-10-01,2018-12-31
Service Center,Texas,214,31,nan,2310,Other,2019,1,2018-10-01,2018-12-31
Alabama,Montgomery,nan,14,0,29,Other,2018,4,2018-07-01,2018-09-30
Alaska,Anchorage,nan,nan,0,0,Other,2018,4,2018-07-01,2018-09-30
Arizona,Phoenix,nan,11,0,24,Other,2018,4,2018-07-01,2018-09-30
Arizona,Tucson,nan,nan,0,nan,Other,2018,4,2018-07-01,2018-09-30
Arkansas,Fort Smith,nan,12,nan,nan,Other,2018,4,2018-07-01,2018-09-30
California,Chula Vista,0,0,0,0,Other,2018,4,2018-07-01,2018-09-30
California,Fresno,nan,nan,0,28,Other,2018,4,2018-07-01,2018-09-30
California,Imperial,nan,nan,nan,nan,Other,2018,4,2018-07-01,2018-09-30
California,Los Angeles,23,81,nan,176,Other,2018,4,2018-07-01,2018-09-30
California,Los Angeles County,nan,29,nan,62,Other,2018,4,2018-07-01,2018-09-30
California,Sacramento,nan,11,0,14,Other,2018,4,2018-07-01,2018-09-30
California,San Bernardino,10,41,nan,45,Other,2018,4,2018-07-01,2018-09-30
California,San Diego,nan,11,nan,22,Other,2018,4,2018-07-01,2018-09-30
California,San Fernando Valley,nan,32,nan,41,Other,2018,4,2018-07-01,2018-09-30
California,San Francisco,24,40,nan,120,Other,2018,4,2018-07-01,2018-09-30
California,San Jose,nan,40,nan,41,Other,2018,4,2018-07-01,2018-09-30
California,Santa Ana,11,20,nan,56,Other,2018,4,2018-07-01,2018-09-30
Colorado,Denver,18,28,nan,50,Other,2018,4,2018-07-01,2018-09-30
Connecticut,Hartford,24,12,27,36,Other,2018,4,2018-07-01,2018-09-30
Delaware,Dover,0,0,0,0,Other,2018,4,2018-07-01,2018-09-30
District Of Columbia,Washington,44,54,37,284,Other,2018,4,2018-07-01,2018-09-30
Florida,Hialeah,nan,31,nan,60,Other,2018,4,2018-07-01,2018-09-30
Florida,Jacksonville,10,11,0,15,Other,2018,4,2018-07-01,2018-09-30
Florida,Kendall,10,nan,nan,77,Other,2018,4,2018-07-01,2018-09-30
Florida,Miami,11,42,10,200,Other,2018,4,2018-07-01,2018-09-30
Florida,Fort Myers,0,nan,0,13,Other,2018,4,2018-07-01,2018-09-30
Florida,Oakland Park,23,34,nan,48,Other,2018,4,2018-07-01,2018-09-30
Florida,Orlando,26,52,nan,43,Other,2018,4,2018-07-01,2018-09-30
Florida,Tampa,nan,27,nan,45,Other,2018,4,2018-07-01,2018-09-30
Florida,West Palm Beach,nan,53,nan,36,Other,2018,4,2018-07-01,2018-09-30
Georgia,Atlanta,19,40,nan,112,Other,2018,4,2018-07-01,2018-09-30
Hawaii,Honolulu,nan,nan,0,nan,Other,2018,4,2018-07-01,2018-09-30
Idaho,Boise,0,nan,0,nan,Other,2018,4,2018-07-01,2018-09-30
Illinois,Chicago,13,52,10,70,Other,2018,4,2018-07-01,2018-09-30
Indiana,Indianapolis,nan,26,nan,30,Other,2018,4,2018-07-01,2018-09-30
Iowa,Des Moines,nan,30,nan,14,Other,2018,4,2018-07-01,2018-09-30
Kansas,Wichita,0,nan,0,nan,Other,2018,4,2018-07-01,2018-09-30
Kentucky,Louisville,13,nan,nan,41,Other,2018,4,2018-07-01,2018-09-30
Louisiana,New Orleans,23,44,nan,88,Other,2018,4,2018-07-01,2018-09-30
Maine,Portland,10,nan,0,13,Other,2018,4,2018-07-01,2018-09-30
Maryland,Baltimore,43,64,14,435,Other,2018,4,2018-07-01,2018-09-30
Massachusetts,Boston,41,48,nan,165,Other,2018,4,2018-07-01,2018-09-30
Massachusetts,Lawrence,14,19,nan,45,Other,2018,4,2018-07-01,2018-09-30
Michigan,Detroit,16,28,nan,27,Other,2018,4,2018-07-01,2018-09-30
Minnesota,St. Paul,15,18,nan,117,Other,2018,4,2018-07-01,2018-09-30
Missouri,Kansas City,11,12,nan,15,Other,2018,4,2018-07-01,2018-09-30
Missouri,St. Louis,nan,11,0,35,Other,2018,4,2018-07-01,2018-09-30
Montana,Helena,nan,0,0,nan,Other,2018,4,2018-07-01,2018-09-30
Nebraska,Omaha,nan,nan,nan,26,Other,2018,4,2018-07-01,2018-09-30
Nevada,Las Vegas,nan,10,0,38,Other,2018,4,2018-07-01,2018-09-30
Nevada,Reno,nan,0,0,nan,Other,2018,4,2018-07-01,2018-09-30
New Hampshire,Manchester,nan,nan,nan,nan,Other,2018,4,2018-07-01,2018-09-30
New Jersey,Mount Laurel,nan,nan,nan,26,Other,2018,4,2018-07-01,2018-09-30
New Jersey,Newark,17,56,20,161,Other,2018,4,2018-07-01,2018-09-30
New Mexico,Albuquerque,nan,nan,0,nan,Other,2018,4,2018-07-01,2018-09-30
New York,Albany,nan,nan,0,nan,Other,2018,4,2018-07-01,2018-09-30
New York,Brooklyn,51,80,17,331,Other,2018,4,2018-07-01,2018-09-30
New York,Buffalo,13,12,nan,13,Other,2018,4,2018-07-01,2018-09-30
New York,Long Island,52,178,44,350,Other,2018,4,2018-07-01,2018-09-30
New York,New York,87,162,36,741,Other,2018,4,2018-07-01,2018-09-30
New York,Queens,64,62,15,454,Other,2018,4,2018-07-01,2018-09-30
North Carolina,Charlotte,10,32,0,28,Other,2018,4,2018-07-01,2018-09-30
North Carolina,Raleigh,14,42,nan,36,Other,2018,4,2018-07-01,2018-09-30
Ohio,Cincinnati,nan,nan,nan,25,Other,2018,4,2018-07-01,2018-09-30
Ohio,Cleveland,nan,12,0,12,Other,2018,4,2018-07-01,2018-09-30
Ohio,Columbus,nan,11,nan,10,Other,2018,4,2018-07-01,2018-09-30
Oklahoma,Oklahoma City,nan,12,0,64,Other,2018,4,2018-07-01,2018-09-30
Oregon,Portland,nan,12,0,14,Other,2018,4,2018-07-01,2018-09-30
Pennsylvania,Philadelphia,16,53,nan,97,Other,2018,4,2018-07-01,2018-09-30
Pennsylvania,Pittsburgh,nan,nan,nan,11,Other,2018,4,2018-07-01,2018-09-30
Rhode Island,Providence,nan,13,0,17,Other,2018,4,2018-07-01,2018-09-30
South Carolina,Charleston,nan,nan,0,nan,Other,2018,4,2018-07-01,2018-09-30
South Carolina,Greer,nan,nan,0,nan,Other,2018,4,2018-07-01,2018-09-30
Tennessee,Memphis,13,22,nan,45,Other,2018,4,2018-07-01,2018-09-30
Tennessee,Nashville,19,nan,nan,51,Other,2018,4,2018-07-01,2018-09-30
Texas,Dallas,32,68,13,258,Other,2018,4,2018-07-01,2018-09-30
Texas,El Paso,nan,nan,0,15,Other,2018,4,2018-07-01,2018-09-30
Texas,Harlingen,nan,nan,nan,20,Other,2018,4,2018-07-01,2018-09-30
Texas,Houston,58,66,22,145,Other,2018,4,2018-07-01,2018-09-30
Texas,San Antonio,32,56,nan,94,Other,2018,4,2018-07-01,2018-09-30
Utah,Salt Lake City,0,10,nan,nan,Other,2018,4,2018-07-01,2018-09-30
Vermont,St. Albans,0,nan,0,nan,Other,2018,4,2018-07-01,2018-09-30
Virginia,Norfolk,nan,17,nan,49,Other,2018,4,2018-07-01,2018-09-30
