State,City,Received,Approved,Denied,Pending,Category,Year,Quarter,Start_date,End_date
New York,Buffalo,nan,12,0,nan,Other,2015,4,2015-07-01,2015-09-30
New York,Long Island,96,132,26,47,Other,2015,4,2015-07-01,2015-09-30
New York,New York,144,526,84,298,Other,2015,4,2015-07-01,2015-09-30
New York,Queens,35,13,nan,373,Other,2015,4,2015-07-01,2015-09-30
North Carolina,Charlotte,nan,13,nan,11,Other,2015,4,2015-07-01,2015-09-30
North Carolina,Raleigh,14,45,nan,25,Other,2015,4,2015-07-01,2015-09-30
Ohio,Cincinnati,nan,nan,nan,nan,Other,2015,4,2015-07-01,2015-09-30
Ohio,Cleveland,0,nan,nan,11,Other,2015,4,2015-07-01,2015-09-30
Ohio,Columbus,nan,11,nan,18,Other,2015,4,2015-07-01,2015-09-30
Oklahoma,Oklahoma City,nan,15,0,nan,Other,2015,4,2015-07-01,2015-09-30
Oregon,Portland,nan,38,nan,0,Other,2015,4,2015-07-01,2015-09-30
Pennsylvania,Philadelphia,23,22,nan,16,Other,2015,4,2015-07-01,2015-09-30
Pennsylvania,Pittsburgh,nan,nan,0,21,Other,2015,4,2015-07-01,2015-09-30
Rhode Island,Providence,nan,nan,0,nan,Other,2015,4,2015-07-01,2015-09-30
South Carolina,Charleston,nan,12,nan,nan,Other,2015,4,2015-07-01,2015-09-30
Tennessee,Memphis,35,64,0,29,Other,2015,4,2015-07-01,2015-09-30
Texas,Dallas,35,128,nan,408,Other,2015,4,2015-07-01,2015-09-30
Texas,El Paso,nan,nan,0,21,Other,2015,4,2015-07-01,2015-09-30
Texas,Harlingen,31,25,nan,79,Other,2015,4,2015-07-01,2015-09-30
Texas,Houston,42,55,nan,139,Other,2015,4,2015-07-01,2015-09-30
Texas,San Antonio,32,163,28,26,Other,2015,4,2015-07-01,2015-09-30
Utah,Salt Lake City,nan,nan,0,28,Other,2015,4,2015-07-01,2015-09-30
Vermont,St. Albans,nan,0,0,0,Other,2015,4,2015-07-01,2015-09-30
Virginia,Norfolk,18,31,nan,41,Other,2015,4,2015-07-01,2015-09-30
Washington,Seattle,nan,25,nan,28,Other,2015,4,2015-07-01,2015-09-30
Washington,Spokane,0,nan,nan,nan,Other,2015,4,2015-07-01,2015-09-30
Washington,Yakima,0,nan,nan,nan,Other,2015,4,2015-07-01,2015-09-30
Wisconsin,Milwaukee,nan,13,nan,nan,Other,2015,4,2015-07-01,2015-09-30
Guam,Hagatna,nan,nan,0,0,Other,2015,4,2015-07-01,2015-09-30
U.S. Virgin Islands,Charlotte Amalie,0,0,0,nan,Other,2015,4,2015-07-01,2015-09-30
U.S. Virgin Islands,Christiansted,0,0,0,0,Other,2015,4,2015-07-01,2015-09-30
Puerto Rico,San Juan,nan,nan,nan,17,Other,2015,4,2015-07-01,2015-09-30
Service Center,California,0,0,0,0,Other,2015,4,2015-07-01,2015-09-30
Service Center,Nebraska,0,0,0,0,Other,2015,4,2015-07-01,2015-09-30
Service Center,Texas,nan,nan,31,44,Other,2015,4,2015-07-01,2015-09-30
Alaska,Anchorage,0,2,0,3,Other,2015,3,2015-04-01,2015-06-30
Arizona,Phoenix,9,18,8,33,Other,2015,3,2015-04-01,2015-06-30
Arizona,Tucson,3,8,1,5,Other,2015,3,2015-04-01,2015-06-30
Arkansas,Fort Smith,6,2,1,9,Other,2015,3,2015-04-01,2015-06-30
California,Chula Vista,12,4,0,14,Other,2015,3,2015-04-01,2015-06-30
California,Fresno,4,13,2,5,Other,2015,3,2015-04-01,2015-06-30
California,Imperial,0,1,0,1,Other,2015,3,2015-04-01,2015-06-30
California,Los Angeles,40,107,9,159,Other,2015,3,2015-04-01,2015-06-30
California,Los Angeles County,37,100,26,43,Other,2015,3,2015-04-01,2015-06-30
California,Sacramento,7,15,0,13,Other,2015,3,2015-04-01,2015-06-30
California,San Bernardino,12,21,6,24,Other,2015,3,2015-04-01,2015-06-30
California,San Diego,1,7,3,1,Other,2015,3,2015-04-01,2015-06-30
California,San Fernando Valley,9,34,6,31,Other,2015,3,2015-04-01,2015-06-30
California,San Francisco,63,29,4,177,Other,2015,3,2015-04-01,2015-06-30
California,San Jose,16,15,1,19,Other,2015,3,2015-04-01,2015-06-30
California,Santa Ana,10,48,2,7,Other,2015,3,2015-04-01,2015-06-30
Colorado,Denver,12,33,6,107,Other,2015,3,2015-04-01,2015-06-30
Connecticut,Hartford,7,6,1,13,Other,2015,3,2015-04-01,2015-06-30
Delaware,Dover,0,0,0,0,Other,2015,3,2015-04-01,2015-06-30
District Of Columbia,Washington,77,76,3,239,Other,2015,3,2015-04-01,2015-06-30
Florida,Hialeah,3,7,1,7,Other,2015,3,2015-04-01,2015-06-30
Florida,Jacksonville,4,8,1,13,Other,2015,3,2015-04-01,2015-06-30
Florida,Kendall,15,7,3,30,Other,2015,3,2015-04-01,2015-06-30
Florida,Miami,24,53,8,12,Other,2015,3,2015-04-01,2015-06-30
Florida,Oakland Park,18,57,11,15,Other,2015,3,2015-04-01,2015-06-30
Florida,Orlando,15,32,9,44,Other,2015,3,2015-04-01,2015-06-30
Florida,Tampa,24,76,3,8,Other,2015,3,2015-04-01,2015-06-30
Florida,West Palm Beach,40,39,3,19,Other,2015,3,2015-04-01,2015-06-30
Georgia,Atlanta,45,45,4,30,Other,2015,3,2015-04-01,2015-06-30
Hawaii,Honolulu,1,9,0,12,Other,2015,3,2015-04-01,2015-06-30
Idaho,Boise,1,1,1,3,Other,2015,3,2015-04-01,2015-06-30
Illinois,Chicago,31,28,6,99,Other,2015,3,2015-04-01,2015-06-30
Indiana,Indianapolis,8,6,0,9,Other,2015,3,2015-04-01,2015-06-30
Iowa,Des Moines,22,8,0,17,Other,2015,3,2015-04-01,2015-06-30
Kansas,Wichita,2,3,0,7,Other,2015,3,2015-04-01,2015-06-30
Kentucky,Louisville,8,14,5,3,Other,2015,3,2015-04-01,2015-06-30
Louisiana,New Orleans,12,2,0,22,Other,2015,3,2015-04-01,2015-06-30
Maine,Portland,2,4,0,3,Other,2015,3,2015-04-01,2015-06-30
Maryland,Baltimore,60,82,5,101,Other,2015,3,2015-04-01,2015-06-30
Massachusetts,Boston,54,57,16,69,Other,2015,3,2015-04-01,2015-06-30
Massachusetts,Lawrence,4,7,2,2,Other,2015,3,2015-04-01,2015-06-30
Michigan,Detroit,19,11,1,23,Other,2015,3,2015-04-01,2015-06-30
Minnesota,St. Paul,14,27,5,47,Other,2015,3,2015-04-01,2015-06-30
Missouri,Kansas City,9,5,0,13,Other,2015,3,2015-04-01,2015-06-30
Missouri,St. Louis,5,56,4,2,Other,2015,3,2015-04-01,2015-06-30
Montana,Helena,0,0,0,0,Other,2015,3,2015-04-01,2015-06-30
Nebraska,Omaha,19,24,4,71,Other,2015,3,2015-04-01,2015-06-30
Nevada,Las Vegas,5,18,4,22,Other,2015,3,2015-04-01,2015-06-30
Nevada,Reno,5,6,0,2,Other,2015,3,2015-04-01,2015-06-30
New Hampshire,Manchester,0,2,0,1,Other,2015,3,2015-04-01,2015-06-30
New Jersey,Mount Laurel,8,7,2,41,Other,2015,3,2015-04-01,2015-06-30
New Jersey,Newark,28,18,3,161,Other,2015,3,2015-04-01,2015-06-30
New Mexico,Albuquerque,0,0,1,0,Other,2015,3,2015-04-01,2015-06-30
New York,Albany,4,1,0,17,Other,2015,3,2015-04-01,2015-06-30
New York,Buffalo,0,17,0,10,Other,2015,3,2015-04-01,2015-06-30
New York,Long Island,107,123,22,322,Other,2015,3,2015-04-01,2015-06-30
New York,New York,120,485,53,536,Other,2015,3,2015-04-01,2015-06-30
New York,Queens,35,40,4,358,Other,2015,3,2015-04-01,2015-06-30
North Carolina,Charlotte,7,15,2,14,Other,2015,3,2015-04-01,2015-06-30
North Carolina,Raleigh,21,48,3,14,Other,2015,3,2015-04-01,2015-06-30
Ohio,Cincinnati,13,18,2,6,Other,2015,3,2015-04-01,2015-06-30
Ohio,Cleveland,1,5,1,5,Other,2015,3,2015-04-01,2015-06-30
Ohio,Columbus,8,1,0,10,Other,2015,3,2015-04-01,2015-06-30
Oklahoma,Oklahoma City,8,5,1,13,Other,2015,3,2015-04-01,2015-06-30
Oregon,Portland,6,24,0,9,Other,2015,3,2015-04-01,2015-06-30
Pennsylvania,Philadelphia,25,22,6,13,Other,2015,3,2015-04-01,2015-06-30
Pennsylvania,Pittsburgh,3,4,0,12,Other,2015,3,2015-04-01,2015-06-30
Rhode Island,Providence,3,13,1,5,Other,2015,3,2015-04-01,2015-06-30
South Carolina,Charleston,6,7,1,5,Other,2015,3,2015-04-01,2015-06-30
Tennessee,Memphis,34,50,1,23,Other,2015,3,2015-04-01,2015-06-30
Texas,Dallas,64,72,4,342,Other,2015,3,2015-04-01,2015-06-30
Texas,El Paso,5,11,0,24,Other,2015,3,2015-04-01,2015-06-30
Texas,Harlingen,21,30,0,74,Other,2015,3,2015-04-01,2015-06-30
Texas,Houston,56,45,2,437,Other,2015,3,2015-04-01,2015-06-30
Texas,San Antonio,37,94,10,174,Other,2015,3,2015-04-01,2015-06-30
Utah,Salt Lake City,3,3,0,25,Other,2015,3,2015-04-01,2015-06-30
Vermont,St. Albans,0,0,0,0,Other,2015,3,2015-04-01,2015-06-30
Virginia,Norfolk,20,22,3,32,Other,2015,3,2015-04-01,2015-06-30
Washington,Seattle,12,17,8,28,Other,2015,3,2015-04-01,2015-06-30
Washington,Spokane,1,2,0,0,Other,2015,3,2015-04-01,2015-06-30
Washington,Yakima,1,7,3,2,Other,2015,3,2015-04-01,2015-06-30
Wisconsin,Milwaukee,7,10,2,25,Other,2015,3,2015-04-01,2015-06-30
Guam,Hagatna,0,3,0,0,Other,2015,3,2015-04-01,2015-06-30
U.S. Virgin Islands,Charlotte Amalie,0,0,0,1,Other,2015,3,2015-04-01,2015-06-30
U.S. Virgin Islands,Christiansted,0,0,0,0,Other,2015,3,2015-04-01,2015-06-30
Puerto Rico,San Juan,0,0,0,16,Other,2015,3,2015-04-01,2015-06-30
Service Center,California,0,0,0,0,Other,2015,3,2015-04-01,2015-06-30
Service Center,Nebraska,0,0,0,0,Other,2015,3,2015-04-01,2015-06-30
Service Center,Texas,5,5,53,34,Other,2015,3,2015-04-01,2015-06-30
Alaska,Anchorage,0,nan,0,nan,Other,2015,2,2015-01-01,2015-03-31
Arizona,Phoenix,nan,30,nan,23,Other,2015,2,2015-01-01,2015-03-31
Arizona,Tucson,nan,0,0,nan,Other,2015,2,2015-01-01,2015-03-31
Arkansas,Fort Smith,nan,nan,nan,nan,Other,2015,2,2015-01-01,2015-03-31
California,Chula Vista,nan,nan,nan,nan,Other,2015,2,2015-01-01,2015-03-31
California,Fresno,nan,13,0,nan,Other,2015,2,2015-01-01,2015-03-31
California,Imperial,nan,0,0,nan,Other,2015,2,2015-01-01,2015-03-31
California,Los Angeles,39,110,nan,147,Other,2015,2,2015-01-01,2015-03-31
California,Los Angeles County,21,76,20,87,Other,2015,2,2015-01-01,2015-03-31
California,Sacramento,0,10,nan,11,Other,2015,2,2015-01-01,2015-03-31
California,San Bernardino,nan,41,10,35,Other,2015,2,2015-01-01,2015-03-31
California,San Diego,nan,nan,nan,nan,Other,2015,2,2015-01-01,2015-03-31
California,San Fernando Valley,nan,43,10,44,Other,2015,2,2015-01-01,2015-03-31
California,San Francisco,49,12,nan,140,Other,2015,2,2015-01-01,2015-03-31
California,San Jose,17,11,0,29,Other,2015,2,2015-01-01,2015-03-31
California,Santa Ana,19,41,nan,13,Other,2015,2,2015-01-01,2015-03-31
Colorado,Denver,nan,27,nan,101,Other,2015,2,2015-01-01,2015-03-31
Connecticut,Hartford,nan,15,nan,48,Other,2015,2,2015-01-01,2015-03-31
Delaware,Dover,0,0,0,0,Other,2015,2,2015-01-01,2015-03-31
District Of Columbia,Washington,74,70,nan,84,Other,2015,2,2015-01-01,2015-03-31
Florida,Hialeah,13,nan,nan,31,Other,2015,2,2015-01-01,2015-03-31
Florida,Jacksonville,nan,nan,nan,13,Other,2015,2,2015-01-01,2015-03-31
Florida,Kendall,10,10,0,27,Other,2015,2,2015-01-01,2015-03-31
Florida,Miami,24,76,nan,50,Other,2015,2,2015-01-01,2015-03-31
Florida,Oakland Park,25,19,nan,45,Other,2015,2,2015-01-01,2015-03-31
Florida,Orlando,19,30,nan,65,Other,2015,2,2015-01-01,2015-03-31
Florida,Tampa,18,36,nan,51,Other,2015,2,2015-01-01,2015-03-31
Florida,West Palm Beach,17,29,nan,nan,Other,2015,2,2015-01-01,2015-03-31
Georgia,Atlanta,45,54,12,24,Other,2015,2,2015-01-01,2015-03-31
Hawaii,Honolulu,nan,0,0,20,Other,2015,2,2015-01-01,2015-03-31
Idaho,Boise,nan,nan,nan,11,Other,2015,2,2015-01-01,2015-03-31
Illinois,Chicago,28,35,nan,148,Other,2015,2,2015-01-01,2015-03-31
Indiana,Indianapolis,nan,11,nan,0,Other,2015,2,2015-01-01,2015-03-31
Iowa,Des Moines,nan,nan,0,18,Other,2015,2,2015-01-01,2015-03-31
Kansas,Wichita,nan,0,0,nan,Other,2015,2,2015-01-01,2015-03-31
Kentucky,Louisville,nan,10,0,18,Other,2015,2,2015-01-01,2015-03-31
Louisiana,New Orleans,13,nan,0,13,Other,2015,2,2015-01-01,2015-03-31
Maine,Portland,nan,nan,0,nan,Other,2015,2,2015-01-01,2015-03-31
Maryland,Baltimore,41,48,nan,102,Other,2015,2,2015-01-01,2015-03-31
Massachusetts,Boston,16,38,nan,87,Other,2015,2,2015-01-01,2015-03-31
Massachusetts,Lawrence,nan,13,nan,nan,Other,2015,2,2015-01-01,2015-03-31
Michigan,Detroit,20,12,0,nan,Other,2015,2,2015-01-01,2015-03-31
Minnesota,St. Paul,18,38,nan,75,Other,2015,2,2015-01-01,2015-03-31
Missouri,Kansas City,nan,nan,0,nan,Other,2015,2,2015-01-01,2015-03-31
Missouri,St. Louis,nan,48,nan,12,Other,2015,2,2015-01-01,2015-03-31
Montana,Helena,0,0,0,0,Other,2015,2,2015-01-01,2015-03-31
Nebraska,Omaha,18,13,0,29,Other,2015,2,2015-01-01,2015-03-31
Nevada,Las Vegas,nan,14,nan,16,Other,2015,2,2015-01-01,2015-03-31
Nevada,Reno,nan,nan,0,nan,Other,2015,2,2015-01-01,2015-03-31
New Hampshire,Manchester,nan,nan,nan,nan,Other,2015,2,2015-01-01,2015-03-31
New Jersey,Mount Laurel,nan,10,0,36,Other,2015,2,2015-01-01,2015-03-31
New Jersey,Newark,13,112,nan,119,Other,2015,2,2015-01-01,2015-03-31
New Mexico,Albuquerque,0,nan,0,0,Other,2015,2,2015-01-01,2015-03-31
New York,Albany,nan,nan,0,11,Other,2015,2,2015-01-01,2015-03-31
New York,Buffalo,11,11,nan,21,Other,2015,2,2015-01-01,2015-03-31
New York,Long Island,62,104,21,134,Other,2015,2,2015-01-01,2015-03-31
New York,New York,95,601,71,161,Other,2015,2,2015-01-01,2015-03-31
New York,Queens,43,20,nan,309,Other,2015,2,2015-01-01,2015-03-31
North Carolina,Charlotte,nan,14,nan,17,Other,2015,2,2015-01-01,2015-03-31
North Carolina,Raleigh,21,31,0,12,Other,2015,2,2015-01-01,2015-03-31
Ohio,Cincinnati,nan,10,nan,11,Other,2015,2,2015-01-01,2015-03-31
Ohio,Cleveland,nan,nan,0,nan,Other,2015,2,2015-01-01,2015-03-31
Ohio,Columbus,nan,nan,0,nan,Other,2015,2,2015-01-01,2015-03-31
Oklahoma,Oklahoma City,nan,nan,nan,30,Other,2015,2,2015-01-01,2015-03-31
Oregon,Portland,nan,14,nan,26,Other,2015,2,2015-01-01,2015-03-31
Pennsylvania,Philadelphia,18,22,nan,nan,Other,2015,2,2015-01-01,2015-03-31
Pennsylvania,Pittsburgh,nan,0,0,15,Other,2015,2,2015-01-01,2015-03-31
Rhode Island,Providence,nan,nan,0,nan,Other,2015,2,2015-01-01,2015-03-31
South Carolina,Charleston,12,19,nan,10,Other,2015,2,2015-01-01,2015-03-31
Tennessee,Memphis,16,25,0,23,Other,2015,2,2015-01-01,2015-03-31
Texas,Dallas,62,67,nan,276,Other,2015,2,2015-01-01,2015-03-31
Texas,El Paso,nan,18,nan,nan,Other,2015,2,2015-01-01,2015-03-31
Texas,Harlingen,22,37,16,119,Other,2015,2,2015-01-01,2015-03-31
Texas,Houston,28,50,nan,398,Other,2015,2,2015-01-01,2015-03-31
Texas,San Antonio,28,34,nan,91,Other,2015,2,2015-01-01,2015-03-31
Utah,Salt Lake City,nan,15,nan,nan,Other,2015,2,2015-01-01,2015-03-31
Vermont,St. Albans,0,0,0,0,Other,2015,2,2015-01-01,2015-03-31
Virginia,Norfolk,nan,21,nan,34,Other,2015,2,2015-01-01,2015-03-31
Washington,Seattle,21,20,nan,35,Other,2015,2,2015-01-01,2015-03-31
Washington,Spokane,nan,nan,0,16,Other,2015,2,2015-01-01,2015-03-31
Washington,Yakima,nan,nan,nan,nan,Other,2015,2,2015-01-01,2015-03-31
Wisconsin,Milwaukee,nan,13,nan,nan,Other,2015,2,2015-01-01,2015-03-31
Guam,Hagatna,0,nan,0,nan,Other,2015,2,2015-01-01,2015-03-31
U.S. Virgin Islands,Charlotte Amalie,0,0,0,0,Other,2015,2,2015-01-01,2015-03-31
U.S. Virgin Islands,Christiansted,0,0,0,0,Other,2015,2,2015-01-01,2015-03-31
Puerto Rico,San Juan,0,0,0,nan,Other,2015,2,2015-01-01,2015-03-31
Service Center,California,0,0,0,0,Other,2015,2,2015-01-01,2015-03-31
Service Center,Nebraska,nan,nan,0,nan,Other,2015,2,2015-01-01,2015-03-31
Service Center,Texas,8,5,15,36,Other,2015,2,2015-01-01,2015-03-31
Alaska,Anchorage,nan,nan,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Arizona,Phoenix,nan,55,nan,56,Other,2014,4,2014-07-01,2014-09-30
Arizona,Tucson,nan,nan,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Arkansas,Fort Smith,nan,nan,0,10,Other,2014,4,2014-07-01,2014-09-30
California,Chula Vista,0,nan,nan,12,Other,2014,4,2014-07-01,2014-09-30
California,Fresno,nan,nan,nan,11,Other,2014,4,2014-07-01,2014-09-30
California,Imperial,0,0,0,0,Other,2014,4,2014-07-01,2014-09-30
California,Los Angeles,21,171,nan,118,Other,2014,4,2014-07-01,2014-09-30
California,Los Angeles County,26,164,22,102,Other,2014,4,2014-07-01,2014-09-30
California,Sacramento,nan,39,nan,15,Other,2014,4,2014-07-01,2014-09-30
California,San Bernardino,nan,97,15,135,Other,2014,4,2014-07-01,2014-09-30
California,San Diego,11,34,nan,32,Other,2014,4,2014-07-01,2014-09-30
California,San Fernando Valley,17,93,nan,75,Other,2014,4,2014-07-01,2014-09-30
California,San Francisco,22,35,nan,143,Other,2014,4,2014-07-01,2014-09-30
California,San Jose,nan,28,nan,32,Other,2014,4,2014-07-01,2014-09-30
California,Santa Ana,nan,54,15,97,Other,2014,4,2014-07-01,2014-09-30
Colorado,Denver,11,17,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Connecticut,Hartford,nan,53,nan,64,Other,2014,4,2014-07-01,2014-09-30
Delaware,Dover,0,0,0,0,Other,2014,4,2014-07-01,2014-09-30
District Of Columbia,Washington,30,70,13,103,Other,2014,4,2014-07-01,2014-09-30
Florida,Hialeah,11,48,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Florida,Jacksonville,nan,nan,nan,29,Other,2014,4,2014-07-01,2014-09-30
Florida,Kendall,nan,14,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Florida,Miami,12,54,nan,10,Other,2014,4,2014-07-01,2014-09-30
Florida,Oakland Park,14,72,nan,17,Other,2014,4,2014-07-01,2014-09-30
Florida,Orlando,nan,32,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Florida,Tampa,13,12,nan,10,Other,2014,4,2014-07-01,2014-09-30
Florida,West Palm Beach,nan,31,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Georgia,Atlanta,30,86,18,15,Other,2014,4,2014-07-01,2014-09-30
Hawaii,Honolulu,nan,nan,nan,18,Other,2014,4,2014-07-01,2014-09-30
Idaho,Boise,nan,nan,0,nan,Other,2014,4,2014-07-01,2014-09-30
Illinois,Chicago,26,135,10,13,Other,2014,4,2014-07-01,2014-09-30
Indiana,Indianapolis,nan,14,nan,19,Other,2014,4,2014-07-01,2014-09-30
Iowa,Des Moines,nan,24,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Kansas,Wichita,nan,11,0,nan,Other,2014,4,2014-07-01,2014-09-30
Kentucky,Louisville,nan,13,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Louisiana,New Orleans,nan,13,0,0,Other,2014,4,2014-07-01,2014-09-30
Maine,Portland,nan,nan,0,nan,Other,2014,4,2014-07-01,2014-09-30
Maryland,Baltimore,37,94,nan,104,Other,2014,4,2014-07-01,2014-09-30
Massachusetts,Boston,16,82,nan,70,Other,2014,4,2014-07-01,2014-09-30
Massachusetts,Lawrence,10,31,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Michigan,Detroit,19,46,0,18,Other,2014,4,2014-07-01,2014-09-30
Minnesota,St. Paul,nan,55,nan,12,Other,2014,4,2014-07-01,2014-09-30
Missouri,Kansas City,nan,12,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Missouri,St. Louis,nan,36,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Montana,Helena,0,0,0,0,Other,2014,4,2014-07-01,2014-09-30
Nebraska,Omaha,12,18,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Nevada,Las Vegas,10,72,nan,24,Other,2014,4,2014-07-01,2014-09-30
Nevada,Reno,nan,nan,0,nan,Other,2014,4,2014-07-01,2014-09-30
New Hampshire,Manchester,nan,nan,0,nan,Other,2014,4,2014-07-01,2014-09-30
New Jersey,Mount Laurel,nan,13,nan,61,Other,2014,4,2014-07-01,2014-09-30
New Jersey,Newark,32,96,14,127,Other,2014,4,2014-07-01,2014-09-30
New Mexico,Albuquerque,0,24,nan,nan,Other,2014,4,2014-07-01,2014-09-30
New York,Albany,0,nan,nan,14,Other,2014,4,2014-07-01,2014-09-30
New York,Buffalo,nan,17,0,nan,Other,2014,4,2014-07-01,2014-09-30
New York,Long Island,76,309,40,196,Other,2014,4,2014-07-01,2014-09-30
New York,New York,92,893,78,209,Other,2014,4,2014-07-01,2014-09-30
New York,Queens,23,49,nan,293,Other,2014,4,2014-07-01,2014-09-30
North Carolina,Charlotte,nan,17,nan,15,Other,2014,4,2014-07-01,2014-09-30
North Carolina,Raleigh,nan,19,nan,11,Other,2014,4,2014-07-01,2014-09-30
Ohio,Cincinnati,nan,nan,0,nan,Other,2014,4,2014-07-01,2014-09-30
Ohio,Cleveland,nan,nan,0,nan,Other,2014,4,2014-07-01,2014-09-30
Ohio,Columbus,nan,nan,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Oklahoma,Oklahoma City,14,26,nan,29,Other,2014,4,2014-07-01,2014-09-30
Oregon,Portland,nan,30,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Pennsylvania,Philadelphia,nan,30,nan,20,Other,2014,4,2014-07-01,2014-09-30
Pennsylvania,Pittsburgh,nan,nan,nan,19,Other,2014,4,2014-07-01,2014-09-30
Rhode Island,Providence,nan,21,nan,0,Other,2014,4,2014-07-01,2014-09-30
South Carolina,Charleston,nan,nan,0,12,Other,2014,4,2014-07-01,2014-09-30
Tennessee,Memphis,13,48,nan,14,Other,2014,4,2014-07-01,2014-09-30
Texas,Dallas,33,73,nan,421,Other,2014,4,2014-07-01,2014-09-30
Texas,El Paso,nan,nan,nan,11,Other,2014,4,2014-07-01,2014-09-30
Texas,Harlingen,27,46,16,15,Other,2014,4,2014-07-01,2014-09-30
Texas,Houston,26,91,15,663,Other,2014,4,2014-07-01,2014-09-30
Texas,San Antonio,21,58,11,40,Other,2014,4,2014-07-01,2014-09-30
Utah,Salt Lake City,0,11,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Vermont,St. Albans,0,0,0,0,Other,2014,4,2014-07-01,2014-09-30
Virginia,Norfolk,14,21,nan,38,Other,2014,4,2014-07-01,2014-09-30
Washington,Seattle,14,33,11,59,Other,2014,4,2014-07-01,2014-09-30
Washington,Spokane,nan,nan,0,0,Other,2014,4,2014-07-01,2014-09-30
Washington,Yakima,nan,12,0,nan,Other,2014,4,2014-07-01,2014-09-30
Wisconsin,Milwaukee,nan,23,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Guam,Hagatna,0,nan,0,0,Other,2014,4,2014-07-01,2014-09-30
U.S. Virgin Islands,Charlotte Amalie,0,0,0,0,Other,2014,4,2014-07-01,2014-09-30
U.S. Virgin Islands,Christiansted,0,0,0,0,Other,2014,4,2014-07-01,2014-09-30
Puerto Rico,San Juan,0,0,0,nan,Other,2014,4,2014-07-01,2014-09-30
Service Center,California,0,0,0,0,Other,2014,4,2014-07-01,2014-09-30
Service Center,Nebraska,nan,nan,nan,nan,Other,2014,4,2014-07-01,2014-09-30
Service Center,Texas,nan,nan,16,37,Other,2014,4,2014-07-01,2014-09-30
Alaska,Anchorage,nan,nan,0,nan,Other,2014,3,2014-04-01,2014-06-30
Arizona,Phoenix,nan,34,nan,76,Other,2014,3,2014-04-01,2014-06-30
Arizona,Tucson,nan,nan,0,nan,Other,2014,3,2014-04-01,2014-06-30
Arkansas,Fort Smith,0,nan,nan,11,Other,2014,3,2014-04-01,2014-06-30
California,Chula Vista,nan,nan,nan,18,Other,2014,3,2014-04-01,2014-06-30
California,Fresno,nan,47,nan,65,Other,2014,3,2014-04-01,2014-06-30
California,Imperial,0,nan,0,0,Other,2014,3,2014-04-01,2014-06-30
California,Los Angeles,39,103,15,222,Other,2014,3,2014-04-01,2014-06-30
California,Los Angeles County,26,79,nan,271,Other,2014,3,2014-04-01,2014-06-30
California,Sacramento,12,17,nan,34,Other,2014,3,2014-04-01,2014-06-30
California,San Bernardino,nan,49,nan,205,Other,2014,3,2014-04-01,2014-06-30
California,San Diego,nan,17,nan,15,Other,2014,3,2014-04-01,2014-06-30
California,San Fernando Valley,nan,95,nan,142,Other,2014,3,2014-04-01,2014-06-30
California,San Francisco,37,25,nan,210,Other,2014,3,2014-04-01,2014-06-30
California,San Jose,18,12,0,52,Other,2014,3,2014-04-01,2014-06-30
California,Santa Ana,13,50,nan,29,Other,2014,3,2014-04-01,2014-06-30
Colorado,Denver,14,72,nan,16,Other,2014,3,2014-04-01,2014-06-30
Connecticut,Hartford,nan,15,nan,108,Other,2014,3,2014-04-01,2014-06-30
District Of Columbia,Washington,41,86,34,116,Other,2014,3,2014-04-01,2014-06-30
Florida,Hialeah,nan,27,nan,23,Other,2014,3,2014-04-01,2014-06-30
Florida,Jacksonville,nan,nan,0,29,Other,2014,3,2014-04-01,2014-06-30
Florida,Kendall,nan,26,nan,13,Other,2014,3,2014-04-01,2014-06-30
Florida,Miami,26,54,nan,59,Other,2014,3,2014-04-01,2014-06-30
Florida,Oakland Park,15,92,11,19,Other,2014,3,2014-04-01,2014-06-30
Florida,Orlando,11,16,nan,30,Other,2014,3,2014-04-01,2014-06-30
Florida,Tampa,12,73,nan,nan,Other,2014,3,2014-04-01,2014-06-30
Florida,West Palm Beach,nan,47,11,nan,Other,2014,3,2014-04-01,2014-06-30
Georgia,Atlanta,25,66,18,23,Other,2014,3,2014-04-01,2014-06-30
Hawaii,Honolulu,nan,0,nan,nan,Other,2014,3,2014-04-01,2014-06-30
Idaho,Boise,nan,11,nan,nan,Other,2014,3,2014-04-01,2014-06-30
Illinois,Chicago,33,44,nan,70,Other,2014,3,2014-04-01,2014-06-30
Indiana,Indianapolis,nan,13,nan,17,Other,2014,3,2014-04-01,2014-06-30
Iowa,Des Moines,nan,15,nan,28,Other,2014,3,2014-04-01,2014-06-30
